vol_num,等級,立意,結構,修辭,敘述,啟發,總分,題目,作答
103_C14,A+,5,5,4,5,5,24,阿里巴巴能打開石門，是因為他知道「芝麻開門」的密語；烹飪高手能征服大家的味蕾，是因為他練就一身功夫，抓到美味的訣竅；演員能成功詮釋某個角色，必然是因為他對人生的悲歡離合有深刻的領會。對於人生的考驗，你是否也有自己的「通關密語」？請以「通關密語」為題，寫下你找出「密語」而得以「通關」的過程，以及其中的體會。文長不限。,"        通關密語
    人生的意義為何？這是我十七年以來最想解開的答案，想突破的一扇門，想知道的通關密語。這個密語，在二零一三年十月十九日被我破解……。
    正值最忙碌的高三，卻在一日莫名的被告知：「妳的腦部有一點六公分大的腫瘤。」獨自一人回到宿舍，四周是超低氣壓竉罩著，我的心是冰涼的，不知從何面對，感到徬徨無助。排定了手術日期，十月十八日，我進入了如同鬼門關的手術房。我的人生可能就此終結，我回憶著我十七年庸碌的歲月，「人生的意義是什麼？」我在手術檯上的最後一個問題，接下來四周一片黑暗。
    傍晚十點二十五分，我慶幸自己睜開了眼睛，「我活過來了！」我想大叫。但我發不出任何聲音，呼吸器就這樣硬生生的插在我的喉嚨中，我痛苦萬分卻叫不出來，那一次，我體驗了聾啞人士的人生，我舉起手，用力揮打，十五分鐘後終於有護理師面無表情冷冰冰的走進來將我的呼吸器拔出。
    十月十九日，我的鼻子用長十公分的棉條塞住，我必須五天不能用鼻子呼吸。那真是我十七年以來最痛苦的日子，我難過得感覺自己快要窒息，每一份每一秒都好辛苦好辛苦……。我還綁了尿帶*，那對我來說真是另我無顏見人的日子，什麼也不能做，凡事都得靠別人的協助，但經過了那一天的洗禮，我，不再是我。
    「生命的意義是什麼？」我找到了答案。我在這一次的手術體會太多太多，我好慶幸自己能呼吸，能說話，能吃飯，能自己上廁所，能走路。對於過去的十七年我總是怨天尤人，自怨自艾，但現在我卻感到萬分的幸福。
    「生命的意義是什麼？」我的答案是：「好好活著、珍惜一切。」能夠活著，能夠呼吸，你永遠不知道是多麼幸福而感激的事。經過洗禮後的我總覺得空氣是多麼的珍貴，活著是多麼的幸福。現在十八歲的我已經是蛻變後的成人了。我慶幸自己這麼年輕就破解了我認為世界上最難的通關密語，我找到了人生的意義，活著的圭臬。
"
103_C07,A,4,4,4,4,4,20,阿里巴巴能打開石門，是因為他知道「芝麻開門」的密語；烹飪高手能征服大家的味蕾，是因為他練就一身功夫，抓到美味的訣竅；演員能成功詮釋某個角色，必然是因為他對人生的悲歡離合有深刻的領會。對於人生的考驗，你是否也有自己的「通關密語」？請以「通關密語」為題，寫下你找出「密語」而得以「通關」的過程，以及其中的體會。文長不限。,"三、引導寫作
        通關密語
    因為有愛，我如一隻蒼鷹，展翅勝飛！
    世界並非溫室，冷不防，冽風千刀萬剮生命的熱忱，熾陽蠶食鯨吞追夢人的信心。而通關密語就像冬日暖爐，溫暖寒冬中冰冷闃寂的心；通關密語又像慈繩愛索，牽繫起徬徨谷底的靈魂，使其得利重生；而通關密語更像一塊明礬，沉澱出一潭明亮亮而不刺眼的澄明，澄明出一泓明心見性的我。
    通關密語是什麼？擁有一個通關密語是何其重要呢？人生漫漫長路上，理想是遠方的星宿，延途的荊棘和蔓草，可能絆倒無數的追夢人，而一句通關密語，能使人加上一對堅韌的羽翼，拾起散落一地的勇氣，去趕下一場赴賭的路，_北宋_大文豪_蘇軾_，因為烏臺詩案被貶至_黃州_，命運乖舛之際，他不但沒有因此失志，反而展現了人生的豁達，吟嘯出「莫聽穿林打葉聲，何妨吟嘯且徐行。」一句豪邁千古留傳，這便是_蘇東坡_的通關密語。
    千迴舊事的反思反芻，時光殘忍推磨，高二時，家庭發生了一場大風波，白得淒絕的離婚協議書上赫然出現最熟悉的男女姓名，剎那間，我的心已孤絕、沉困，小小的心扉緊掩，不許任何人觸碰，只能獨自舔舐著傷疤。音符是黑的、灰的，節奏是悲的、悽的，我被送到鄰居阿姨家，從此，我恨上帝，恨一切事物，我覺得自己是一個失敗品，沒有人寵愛。僅管如此，鄰居阿姨以滿滿的愛與關懷視我為己出，有一天，阿姨依舊為我送上一碗熱騰騰的白飯在房間口，從門縫中窺見那冉冉上升的白煙，一句話閃過腦海：「是愛！是愛！」我明白原來愛能改變眼前的世界，唯有愛，能化解佔據心中的悉愁恨，從此，「愛」成為我人生的通關密語。
    _法國_作家_拉瑪說：「愛，是心中的黎明。」因為有愛，我得以在生命困頓時順利通關。與其讓黑夜曚蔽了雙眼，不如讓朝陽翳入心扉；與其荒唐虛無的過一生，不如跌跌蹱蹱悟出生命的醍醐。「愛」這個通關密語，如暗夜中的北極星，時時刻刻照亮眼前的道路；又如一陣及時雨，滋潤了心中的貧壤，使我挺莖、展葉，終成葳蕤繁花。未來，我將秉持著「愛」，找回自己最初展翅的方向。
    通關密語，成就了一次騰飛、一次跨越……
"
103_C09,A+,5,5,5,5,5,25,阿里巴巴能打開石門，是因為他知道「芝麻開門」的密語；烹飪高手能征服大家的味蕾，是因為他練就一身功夫，抓到美味的訣竅；演員能成功詮釋某個角色，必然是因為他對人生的悲歡離合有深刻的領會。對於人生的考驗，你是否也有自己的「通關密語」？請以「通關密語」為題，寫下你找出「密語」而得以「通關」的過程，以及其中的體會。文長不限。,"三、引導寫作
        通關密語
    面對生命的險巇困阻，顛簸難免，躓踣難免。_柳宗元_被貶_永州_，以「心凝形釋」為通關密語，化解遷謫之幽憤。_黔婁_一生貧困，以「不及汲於富貴，不戚戚於貧賤」為通關密語而自得。少女_瑪拉拉_以「信念」為通關密語，不懼_塔利班_強權，為女子受教權奮戰。他們是生命的勇者，超越橫逆困厄。
    至於我，則以「感知生命」為通關密語，珍惜所有，把握每一瞬間的美麗或哀愁，以此作為生命內涵的底蘊，面對迎面襲來的挑戰。有了曠達開闊的心靈，才能真正釋然，擁抱生命的無限可能。
    十三歲時，因為先天性單腎併發的疾病，使我在起初病因仍不明朗之時，因為無法治療、抑緩病情而一度消極頹唐。面對未知，面對無法掌握的生與死，飛揚青春一下子黯成了桑榆晚景的蒼涼。
    一次觀梅時，我輕嘆，「逆風如解意，容易莫摧殘。」驀地卻想起_放翁_之詞：「零落成泥碾作塵，只有香如故。」那是剎那的驚喜，彷彿在混沌暝色之後，戶見曙光之燦麗：我開始相信精神的永恆，並且轉變心念：既然無法預見未來，那麼何不把握當下？或許世事難料，但我仍有此刻的美好能夠細嚼諦賞。
    我開始寫詩，記錄下每一刻的詠嘆、每一分的精采；我認真地參與生活中的大小事務，深刻烙下存在的印記；我品嚐每一吋風景的壯麗或清淡，仰觀宇宙之大、俯察品類之盛，或眄庭柯以怡顏，或賞明月以清心。我帶著對生命的熱情和好奇，盡力探索，也漸漸領悟生命的寬度與燦爛。病痛或許折磨我的軀體，但它不能侷限我心的自由。我不再自傷自憐，而以正向積極的方式，面對生命的逆境。感知生命的溫煦繽紛，彷彿通關密語，使我超脫了疾病的桎梏，而能恣意泅泳於無盡敻遠的藍天。
    或許如同_張愛鈴_所說：「生命是一襲華美的袍，爬滿了蝨子。」但我認為，世界從不缺少美，生命也充滿了愉快，端看你如何面對。我說，生命總要有裂縫，才能接受陽光的眩亮，才能迎接如練的星光。面對考驗與試煉，我以「感知生命」為通關密語，闖過了疾病的束縛，發現生命的瑰麗奇絕。

"
103_C08,A+,5,5,5,4,5,24,阿里巴巴能打開石門，是因為他知道「芝麻開門」的密語；烹飪高手能征服大家的味蕾，是因為他練就一身功夫，抓到美味的訣竅；演員能成功詮釋某個角色，必然是因為他對人生的悲歡離合有深刻的領會。對於人生的考驗，你是否也有自己的「通關密語」？請以「通關密語」為題，寫下你找出「密語」而得以「通關」的過程，以及其中的體會。文長不限。,"三、引導寫作
        通關密語
    在磐古未生，混沌未死之前，圓顱方趾的我們早已參悟夢想果實的甜美，然而在逐夢之旅上，等待我們的卻是命運的巔跛和重重難關。但，就如同通關密語，泅泳於夢想的海灣時，堅守恆心和毅力，象徵成功的大門便會緩緩開啟，迎接滿身海水淚水汗水的我們。
    金馬影帝_黃渤_曾說在品嚐成功前，他持著毅力和咬著牙，終於在放棄的前一刻領悟掌聲的滋味。漢代_司馬遷_從一介跪倒在刑場的犯人，走過十年歲月，苦撐著站立於歷史的荒流，刻下﹏史記﹏、刻下他忍辱堅持到底的恆心。
    拿破崙曾言：「最困難的地方，往往是離成功最近的地方。」此刻的我們何嘗不是正在徘徊於最艱？欲解開數字的糾結、欲探知歷史的正解。時常我們在熒熒燈火下煢煢獨立而忍受挑燈夜戰的寂寞、時常背上駀著沉重的夢想，眼底卻閃著對睡眠的渴望。
    但我選擇堅時。因為釅茶濃酒必須經歷時間的淬鍊才保有一絲香醇、因為毛毛蟲必須守著黑暗和寂寞才擁有一次燦爛。於是我為了夢想而付出恆心和毅力。忍住所有誘惑、擋住所有寂寞，在逐夢旅途上一步步踏向勝利、一步步邁向自己的問心無愧。
    時間像個篩子，篩得多數人放棄采協、篩得少數人出類拔萃。但我相信只要我們以恆心和毅力為通關密語的那把鑰匙，解開路途上所有挑戰的鎖，定能奔入各為成功的大門、奔向自己璀璨的人生。
"
103_C01,A,4,4,4,4,4,20,阿里巴巴能打開石門，是因為他知道「芝麻開門」的密語；烹飪高手能征服大家的味蕾，是因為他練就一身功夫，抓到美味的訣竅；演員能成功詮釋某個角色，必然是因為他對人生的悲歡離合有深刻的領會。對於人生的考驗，你是否也有自己的「通關密語」？請以「通關密語」為題，寫下你找出「密語」而得以「通關」的過程，以及其中的體會。文長不限。,"三、引導寫作
        通關密語
    從小，我開始接觸書法。
    這大約是因緣際會，母親看見傳單廣告，又盼我習得一手好字，於是開啟了這般冒險。當時我以為寫字並沒有什麼功夫，不過橫竪幾筆，怎有學問？且巨篇令人拍案的作碞，是文學家的志業，又遠離我生命的理解，於是應付三分，得過且過。
    但或許隨著生命增長，我開始嗅出當中況味，愈是寫，愈備感其中的魔力，它吸引我進入了墨黑文字的另一時空，那是享受，卻也是鞭策，令人心曠，卻對字體優劣美醜添了分在意。
    往後幾年間，我不斷試圖增進自我的能力，舉凡臨摹大師字體，日後磨硯練習，逐漸，我開始對字的筆畫、虛實、串連、運用多了些掌握，而字形也更加秀麗美關*，然而，一項元素我總是缺乏，耿耿於懷，那便是行氣、字的力量。
    我探尋許多方法，嘗試各種訣竅，進步卻總有限。後來國文老師的提醒，完全扭轉我的體悟。她說寫字不是件差事，而是種樂享，唯有把心境放入其中，才得以寫出感人的字跡，動人的作品。
    通關的密語，於斯。
    曩昔，我和作品間總多開隔一層，那不是直接的交感互動，寫下來也就更顯造作，釜鑿痕跡，衰減了撇捺間的力量；但當投射身心於其中，合而為一，與之對話，那更真實，更懾人，更有活力，更增光彩。
    我試想昔日羲之寫下蘭亭集序，東坡完成寒食帖，大約都是抱持著如此之態度，作品，心境的映現，性靈的展示，也是己身神情的傳達，至此，一幅不凡的書法，透露不僅是龍飛鳯舞的筆法功力，還多了些作者背後的精神意境。
    之後幾載，我得到密語後，彷彿更上層樓，通過一關卡，這是路途中的一項考驗，書法中，人生中，我一直堅信唯有放入自己的心靈，才能創造出不朽的感動。
    當然前方仍有更多關卡，書法之精進永無止息，人生之成長並無上限，奮鬥的同時，得到一句通關密語，如智慧之鑰，開啟另一天地。
"
103_C06,A+,5,5,5,4,5,24,阿里巴巴能打開石門，是因為他知道「芝麻開門」的密語；烹飪高手能征服大家的味蕾，是因為他練就一身功夫，抓到美味的訣竅；演員能成功詮釋某個角色，必然是因為他對人生的悲歡離合有深刻的領會。對於人生的考驗，你是否也有自己的「通關密語」？請以「通關密語」為題，寫下你找出「密語」而得以「通關」的過程，以及其中的體會。文長不限。,"三        通關密語
    那時，陽光浸入了房間，渲染著床單、茶几，以及擺在角落的畫布，如水波般澄清透亮，也如姐姐般溫暖和煦。
    對於「全國學生美展」，缺乏創造力及靈感的我在那一段時間中，一日如一年、一秒如一日般漫長而難受，望著畫布，空白的令人窒息，無形的壓力像是繩索悄悄地勒緊我的世界，從此，空白不再是空白，而是沉寂的黑掩藝住一切。那時候在我身旁陪伴著我的，是親愛的姐姐。
    姐姐擁有雙不能走的腿，依靠著輪椅行動的姐姐卻是樂觀的，也因此，跳出的「身障者」的框架，自在地融入人群中，並努力的朝著未來邁進。第一次遇見姐姐時，是在剛脫離國中的暑假，當我踏入家門的剎那，輪椅上的女孩開起兩頰酒窩的花朵向我問好，後來才知曉是從遠親那兒來這裡借住幾週的親戚，不在乎先天身體的障礙，總是燦爛如豔陽的她對於我在美展畫布前苦無對策，以溫暖懷抱著我、以鼓勵支持著我。還記得在她要道別的那天，她堅持要自己離開，從我家到火車站，可有一段距離呀！她說：「只要走下去，便會到的。」夕陽暈染出一片醺澄，在她身後。
    「只要走下去，便會到的。」不是大道理，卻是姐姐的道別詞，依依不捨從回憶汲取養分而支撐著我，夕陽一如往日而落下，而我卻不打萛讓畫在如過往般循日而過。將記憶依附在空白的布面上，一筆一筆地將顏料渲染於上，「只要走下去，便會到的」使我驚於感受到「又要畫下去，終會有結果」，儘管過程如此地難，如同姐姐不便的雙腿。作品在結束之際，我因畫布的斑瀾而欣喜，也因作品而感動。
    長長的影子在輪椅後拉成一道道剪影，外陽映照在姐姐的身後，作品名為「姐姐」。

"
102_9,A+,5,5,5,4,5,24,曾永義《愉快人間》說：「為了『人間愉快』，就要『人間處處開心眼』，就要具備擔荷、化解、包容、觀賞等四種能力，達成『蓮花步步生』的境界。」這是一段充滿生命智慧的哲思。「人間愉快」，可以是敞開心胸、放寬眼界的自得；可以是承擔責任、化解問題的喜悅；可以是對周遭事物的諒解和包容；可以是觀照生活情趣的藝術；也可以是……。請根據親身感受或所見所聞，以「人間愉快」為題，寫一篇完整的文章，記敘、抒情、議論皆可，文長不限。,"三      人間愉快
    生命是宇宙溫柔釋放的絢爛星辰，瑰麗的極光與太陽風，是山丘遍野的青松，花田裡紛繁絕豔的花朵，是代代相傳的信念，血管中流淌的熱血，是從陰暗土壤奮力破出冒芽的勇敢意志。
    我熱愛這由萬千生命匯集而成的人間，有人說是前世幾百次的回首才換得今生的一次相遇，這幾億人中的一次萍水邂逅，一次靈魂的踫*撞，這難道不值得人們歡欣嗎？
    我珍惜與每個人相處的時光，更珍惜每一次有機會助人的愉快時光，﹏湯姆叔叔的小屋﹏中有這麼一段箴言：「世界上有這樣一些幸福的人，他們把自己的痛苦化作他人的幸福，他們揮淚埋葬了自己在塵世間的希望，而它卻化作了種子，長出鮮花與香膏，為孤苦伶的苦命人醫治傷痛。」誠然，人間最大的愉快大概便是為他人奉獻了吧！當看見他人因你而綻開笑靨，因你而流下欣喜淚水，那一瞬間盈滿心房的炙熱情感便足以使我將之鐫刻於腦海，反芻回味千回不已。
    曾至孤兒院擔任短期義工，那次的經驗讓我嘗得平日難得的人間喜悅，當時我興同伴的工作是彩繪院外那面斑駁的灰牆，因為我是組長，一遍遍設計、一次次與孩子和院長討論、一張張草稿，我也曾累至不知自己為何如此辛苦，但當我們最終於烈陽下漆完外牆，看見孩子們雀躍的笑臉，只覺汗水都如糝了蜜般的甘甜。
    現今人們總重於物質的享受，，汲汲營營於浮華銅臭而從不厭*足*足，殊不知他們已把自己桎於籠中而還伸手試圖攫取籠外青鳥，我想，在如水歲月的滌蕩下，這些名利與財富終將洗去，留下的恐怕僅有空虛的心靈吧！而不求名利，追求心靈真正喜悅的人們，往往就在踏實平淡中，完成自我人生的燦爛拼圖。
    風無償助力，鷹得以搏擊長空；慷慨匯實，花得以芬芳滿園；星默然成伍，銀河得以廣邈非常……我願習得那「隨風潛入夜，潤物細無聲」的奉獻，那「化作春泥更護花」的無私，傾盡己身之價值替世界慷慨解囊，便是我心中最甘醇的人間愉快。
"
102_7,A,4,4,4,4,4,20,曾永義《愉快人間》說：「為了『人間愉快』，就要『人間處處開心眼』，就要具備擔荷、化解、包容、觀賞等四種能力，達成『蓮花步步生』的境界。」這是一段充滿生命智慧的哲思。「人間愉快」，可以是敞開心胸、放寬眼界的自得；可以是承擔責任、化解問題的喜悅；可以是對周遭事物的諒解和包容；可以是觀照生活情趣的藝術；也可以是……。請根據親身感受或所見所聞，以「人間愉快」為題，寫一篇完整的文章，記敘、抒情、議論皆可，文長不限。,"三
        人間愉快
    人間的愉快或許可說，不同於天上純粹的喜樂美好，人間的愉快總是在不順遂的心境中，才分外感受得清楚，正如_歐陽脩_被貶_滁州_，感愛到「與民同樂」，或者_蘇子與客遊於赤壁，侶魚蝦而友糜鹿，漁樵江渚之上，亦或_柳宗元_遊西山，心凝形釋，與萬化冥合。真要說來，應該「人間愉快」便是那曠達自適的襟懷，只不過人們總要遇見逆境、看破逆境，才明白如何曠達，才感受到所謂「人間愉快」。
    我認為「人間愉快」的體會，應當學習_李白_「五花馬、千金裘，呼兒將出換美酒」的及時行樂，把握每一分光陰，活出當下、活出精采，偶爾當個「閒人」也別有趣味！
    我的「人間愉快」在每一日的清晨。每天在上學的途中，我坐在校車上，儘管有一些早起的疲倦和睡意，我卻不急著閉上眼睛，只等著經過某段路時，沒有城巿的遮蔽，我能看見山的稜線在遠方若隱若現，晨曦初升，把山嵐染出極夢幻的色彩，粉紅、橙色，摻著微微的紫，暈在山稜上，何等美麗而令人感動的一幅風景畫！每天甚至能有不同的面貌！我不禁為此而感到心情激動，為自己能活在如此美好的世界而感謝造物主，每天就帶著這份愉悅到學校，用喜樂的心面對一天。
    到了學校，金色的朝暾從葉縫間灑下，麻雀、鴿子、班鳩、甚至還有夜鷺，在枝枒間嬉鬧，在草地上覓食，春蘭秋桂、四季飄香，清風拂面、枝搖影動，多麼令人愉悅的大自然；還有比這更令人舒暢的「人間愉快」嗎？
    遇見困境，不必詠（離騷），如果能大喊「快哉！」當然甚好，然而若能不以沉鬱的心看待困境，豈不更好？看破逆境時的坦然自得，也許是一種「人間愉快」，但若是連逆境都能當作「人間愉快」，那不是更能稱作「人間愉快」嗎？
    「人間愉快」正是因有困難要面對，並且能夠不以為困境才是「人間」的愉快；並且平凡的事物也能成為愉快，才是「人間愉快」。無論何時都能夠暢然自適，就萛遇見困難時我也不覺得困難，因為生活中的一切都替我帶來愉快，隨時隨地都能有愉悅的心情來面對生命中所經歷的，讚美、感謝，不以憂慮為憂，不以窮乏為困，悠然自得，這便是我的「人間愉快」。
"
102_1,A+,5,5,5,5,5,25,曾永義《愉快人間》說：「為了『人間愉快』，就要『人間處處開心眼』，就要具備擔荷、化解、包容、觀賞等四種能力，達成『蓮花步步生』的境界。」這是一段充滿生命智慧的哲思。「人間愉快」，可以是敞開心胸、放寬眼界的自得；可以是承擔責任、化解問題的喜悅；可以是對周遭事物的諒解和包容；可以是觀照生活情趣的藝術；也可以是……。請根據親身感受或所見所聞，以「人間愉快」為題，寫一篇完整的文章，記敘、抒情、議論皆可，文長不限。,"三
        人間愉快
    我習於蒐集被流光遺落的記憶，把自己放逐在時間的流域之外。生活本是一種精雕玉砌的巴洛克建築，我無法精準辨識那繁複的結構，卻悉心蒐集了每一片彩色琉璃的秘史，因為那些都是生命的彩繪，人間的愉快。
    假日的早晨，我總是喜歡和媽媽沿著家裡附近的_磺溪_漫步，讓清風吹醒我的睡意，讓路旁的野花為我綻放一整日的笑顏。在散步的過程中，我極愛向媽媽訴說當週在學校發生的趣事，或傾訴課業上的壓力、人際交往上的小挫折。而回程的路上，我們向熟識的早餐店老闆娘買份早餐、寒暄片刻，感受人與人之間的溫熱。而有了這樣美好的早晨，我得以獲得充份的元氣。繼續為了大考苦讀。這些平凡的幸福，是我生活中最淡美卻有餘韻的珍藏。於是我把這些愉快記在日記裡頭，等候未來的某一天再次翻閱，享用回甘的滋味。
    而有時，我也信仰_張愛玲_所言：「在沒有人與人交接的場合，我充滿了生命的歡悅。」不必煩擾於人際間的紛擾。我醉心於觀賞我自己生命裡的美麗。在房間裡，細細品讀我的_葉珊_散文集，或一個人在咖啡廳，看著外頭往來的男女，再啜飲一口香醇的拿鐵，令那奶香把我捲回專屬於我生命裡的記憶漩渦。而有時則是在夏天的晚上，不經意聽到了窗外的蟬聲，親身感受這婉妙的夏之絕句。而這麼多賞心樂事隨著時間的岩脈一層層壓密，我忘卻了它們成型的時辰。但幸好我習慣於蒐集這些被流光遺落的記憶。
    綺窗前，月色照無眠。嬋娟美得孟浪總是令我不經意間再次翻閱疇昔的記憶，因為那些都是我最美麗的蒐集，都是人間的愉快。我細數著它們，看它們在凋零的歲月外，搖曳生姿。
"
102_6,A+,5,5,4,5,5,24,曾永義《愉快人間》說：「為了『人間愉快』，就要『人間處處開心眼』，就要具備擔荷、化解、包容、觀賞等四種能力，達成『蓮花步步生』的境界。」這是一段充滿生命智慧的哲思。「人間愉快」，可以是敞開心胸、放寬眼界的自得；可以是承擔責任、化解問題的喜悅；可以是對周遭事物的諒解和包容；可以是觀照生活情趣的藝術；也可以是……。請根據親身感受或所見所聞，以「人間愉快」為題，寫一篇完整的文章，記敘、抒情、議論皆可，文長不限。,"三引導寫作
        人間愉快
    有兩位旅人在夜裡休息著，一位旅人說：「嘿！我們的帳篷*好像被風吹走了。」另一位旅人說：「那正好，我們終於可以欣賞這漫天繁星了。」生命裡不乏有大大小小的「意外」，然而事情的好與壞、順與逆取決於我們面對它的態度，就像作家_琹涵_所寫道的：「心靈是自己的地方，我們可以使它成為地獄，也能讓它成為天堂。」人間是否愉快，那就看我們是否願意「愉快的看人間」。
    前幾天才剛和一位許久不見的小學恩師聚聚，老師告訴我，她今年四月發生了車禍，斷了好幾根助骨，但卻在兩、三個月裡奇蹟似的痊瘉了。我當時聽得目瞪口呆，因為老師的年歲六十好幾，那身子骨可不是經得起車子一撞的；而更令我百思不得其解的是，老師還不要車主的任何賠償。老師只是笑咪咪的說：「哎呦！他誰都不撞，偏偏是撞到我，那就表示或許我們有『另類』的緣份呀！」在老師的笑容裡，我彷彿看見一抹如屋頂上的暖陽般溫暖的慈悲及豁達，也使我憶起小學時她總是告訴我們：「要相信世上一切的發生都是最好的發生。」
    或許在我們的生命中有些許的無常與悲苦，但那何不是一種美麗的錯誤及試煉呢？它教我們包容，教我們原諒，教我們接納。就像﹏鋼之煉金術師﹏的台詞所說的：「正因為這世界不完美，所以這世界才如此美麗。」因為這樣不完美的世界，才讓我們發現人類情感中最美的一面。有句話我相當喜歡：「當我們眼前有無數的紅燈時，別忘了，下一秒它們會變成一整排的綠燈。」正因如此，所以我們更要愉快的去看人間。
    如果有一天，我們處於逆境或下風處，那或許可以想想那兩位旅人的故事，帳篷不見了，沒關係，這樣我們就能欣賞漫天耀眼的繁星；而愉快看人間，人間愉快。
"
102_8,A+,5,5,5,4,5,24,曾永義《愉快人間》說：「為了『人間愉快』，就要『人間處處開心眼』，就要具備擔荷、化解、包容、觀賞等四種能力，達成『蓮花步步生』的境界。」這是一段充滿生命智慧的哲思。「人間愉快」，可以是敞開心胸、放寬眼界的自得；可以是承擔責任、化解問題的喜悅；可以是對周遭事物的諒解和包容；可以是觀照生活情趣的藝術；也可以是……。請根據親身感受或所見所聞，以「人間愉快」為題，寫一篇完整的文章，記敘、抒情、議論皆可，文長不限。,"三、    人間愉快
    春天的腳步近了。一天，從層層疊疊的考卷與書堆中抬起頭，驀地發現，在寒冬的午後，陽光竟灑得書案前一片耀眼，窗外景色誘人，彷佛在向我招手，於是我拖出寂寞已久的腳踏車，拍拍座椅上的灰塵，趁著美好的週末下午，離開沉悶封閉的書房，去外頭，去人間走走。
    微風輕拂我的臉頰，低聲訴說我不懂的語言，我輕輕踩著踏板，一路前行，兩旁稻田似染坊調和過的色彩，一片無盡的釉綠；鳥兒啁啾和著我輕哼的曲調，渲染了心中的喜悅；再往前行，道路兩旁的綠蔭是最好的遮陽傘，偶爾葉片縫隙間灑下些許金黃日光。杭人遊湖止在午、未、申三時，然而我忒愛此時此刻，遊走在我熟悉的田間阡陌、低矮平房旁，如同來到陶淵明筆下的桃花源，靜觀我可愛的家鄉，屏除喧嚣，品嘗這午後難得的寧靜。
    我想，這就是所謂的人世間的愉快了吧！在繁忙的課業之餘，能偷嘗浮生半日閒。偶然看見小孩繫著風箏，快樂地向前奔跑，我想起：有多久沒以如此清澈之眼看看美麗的世界了呢？有多久沒停下匆匆的腳步，審視週遭溫暖人情、珍惜所有呢？生活中的小確幸，其實就在我們隨手可拾之處，只要我們願意打開心眼，去體會、去感受、去品嘗、去欣賞，心間愉快如同花朵般，遍地盛開。我深吸一口氣，讓清新鑽入我身體，然後繼續踩著踏板，在這廣大的天與地之間。擁抱屬於我的愉快幸福。
    「世上不是缺乏美，而是缺少發現。」只要擁有一顆善享的心，何處無月？何處無竹柏？便作閑人也能發掘人世間許多的快樂。
    蒼穹正藍，稻田依舊綠，而我正欣賞眼前的風景，品嘗生活、享用愉快。
"
102_14,A+,5,5,5,5,5,25,曾永義《愉快人間》說：「為了『人間愉快』，就要『人間處處開心眼』，就要具備擔荷、化解、包容、觀賞等四種能力，達成『蓮花步步生』的境界。」這是一段充滿生命智慧的哲思。「人間愉快」，可以是敞開心胸、放寬眼界的自得；可以是承擔責任、化解問題的喜悅；可以是對周遭事物的諒解和包容；可以是觀照生活情趣的藝術；也可以是……。請根據親身感受或所見所聞，以「人間愉快」為題，寫一篇完整的文章，記敘、抒情、議論皆可，文長不限。,"三、引導寫作
        人間愉快
    人間愉快是尋常的日子依舊.小屋裡,昏黃的燈光下,家人聚首,眾瓣圍葩,輻輳成一殳烘鬧的向日葵,鴨塘的餐桌上,有調羮的聲息,有嬉鬧的笑語,舌也滔滔匙也淘淘,一室的溫煦和和樂彷彿將把屋子給澎湃地撐破——人間愉快於我，不過是和最親近的人聚圍，共享著平凡的一鍋羮湯。
    人間愉快是尋常的心情依舊。夜黑闃寂，一片沉靜。伏案耕耘，終究疲乏。這時推開窗便能展開一場滌洗心靈的儀式。院子裡梔子花香飄然染上我的眼睫，仰觀漫天星斗清亮著，夜深城裡的燈火熄了，星兒就大膽放肆了。或爾俯賞早些時候城裡依然熱鬧的車水馬龍，交織成難忘的都巿剪影。平時積累一身的殘漚渣滓深埋，此時任他們如潮水一般自由地起伏來去，彷若掀開心頭上的簾，使它照進一片清朗大光，宛如山崗上的一輪明月，幽深而靜美，平和且寧謐。抛卻了煩憂難解，煩惱不再盈床自然一枕香甜——人間愉快於我，不過是在生活過得像頭磨坊的老驢，還能讓心出清排空歸於淳淨。
    人間愉快是尋常的人兒依舊。_馬致遠_如是道：「暖日宜乘轎，春風堪信馬。」我既無馬也無轎，卻可以乘著我的老鐵馬，閒來無事兜風去，享受一個閒散黃昏。沒有西湖的山光水色，沒有閑靜蔚藍的地中海風景可賞，巿街曲巷自有浮世風光可看。街角賣菜的老伯伯，轉角雜貨店的阿姨，固定臥著看人潮來去的狗兒，這些林林總總、平凡卻也不平凡的小人物，佇足在我的地圖上——人間愉快於我，不過是騎著我的老鐵馬經過，遇見熟悉的人兒能朝氣地道聲早。
    人間愉快，不用山珍海味。萬貫家財，觥籌交錯。人間愉快於我，不過是平凡的一餐、平凡的心情，平凡的人事景物，一如三月春日芳菲的人間，平凡而絢爛絕美。人間愉快，不過是衣舊尋常，尋常依舊。
"
